DATA_ACIONA;FX_ATRASO;ORIGEM;ACIONAMENTOS;VALORPRIN_FIN_ACIONAMENTOS;CPC;VALORPRIN_FIN_CPC;CPCA;VALORPRIN_FIN_CPCA;PROMESSA;VALORPRIN_FIN_PROMESSA;nr_dia_util;quartil;dt_mes;mes_abreviado
2025-09-12;121-150;Humano;58,0;12124,0;18,0;1666,2500000000002;14,0;1462,7800000000002;8,0;583,8800000000001;10;Q3;9;Set
2025-09-12;121-150;Robô;128,0;71079,29000000001;18,0;1785,4500000000003;14,0;1270,64;8,0;450,71000000000004;10;Q3;9;Set
2025-09-12;151-180;Humano;32,0;11160,54;8,0;791,4000000000001;7,0;631,6000000000001;6,0;566,6200000000001;10;Q3;9;Set
2025-09-12;151-180;Robô;57,0;39456,009999999995;9,0;901,2;7,0;676,4200000000001;7,0;676,4200000000001;10;Q3;9;Set
2025-09-12;181-360;Humano;498,0;216490,52;131,0;30031,79;90,0;22049,249999999996;48,0;8585,140000000001;10;Q3;9;Set
2025-09-12;181-360;Robô;369,0;207348,78;55,0;11841,779999999999;43,0;10643,84;24,0;4295,889999999999;10;Q3;9;Set
2025-09-12;361-720;Humano;1002,0;760122,32;300,0;134864,11000000002;236,0;104734,67000000001;111,0;30490,550000000003;10;Q3;9;Set
2025-09-12;361-720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-12;Maior 720;Humano;88,0;44622,42;28,0;8938,010000000002;20,0;5987,880000000001;8,0;1339,99;10;Q3;9;Set
2025-09-12;Maior 720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-13;Preventivo;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-13;Preventivo;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-13;0-30;Humano;2,0;625,8000000000001;1,0;104,21000000000001;1,0;104,21000000000001;1,0;104,21000000000001;10;Q3;9;Set
2025-09-13;0-30;Robô;27,0;2525,85;21,0;1875,4600000000003;16,0;1566,5600000000002;8,0;995,74;10;Q3;9;Set
2025-09-13;31-60;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-13;31-60;Robô;19,0;1940,72;15,0;1444,0800000000002;7,0;1112,96;1,0;159,8;10;Q3;9;Set
2025-09-13;61-90;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-13;61-90;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-13;91-120;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-13;91-120;Robô;121,0;82315,98999999999;4,0;961,4399999999998;3,0;901,6399999999999;1,0;58,21;10;Q3;9;Set
2025-09-13;121-150;Humano;58,0;12124,0;18,0;1666,2500000000002;14,0;1462,7800000000002;8,0;583,8800000000001;10;Q3;9;Set
2025-09-13;121-150;Robô;128,0;71079,29000000001;18,0;1785,4500000000003;14,0;1270,64;8,0;450,71000000000004;10;Q3;9;Set
2025-09-13;151-180;Humano;32,0;11160,54;8,0;791,4000000000001;7,0;631,6000000000001;6,0;566,6200000000001;10;Q3;9;Set
2025-09-13;151-180;Robô;57,0;39456,009999999995;9,0;901,2;7,0;676,4200000000001;7,0;676,4200000000001;10;Q3;9;Set
2025-09-13;181-360;Humano;498,0;216490,52;131,0;30031,79;90,0;22049,249999999996;48,0;8585,140000000001;10;Q3;9;Set
2025-09-13;181-360;Robô;369,0;207348,78;55,0;11841,779999999999;43,0;10643,84;24,0;4295,889999999999;10;Q3;9;Set
